Summary;Error Type;Error Scope;Comment;Mode of Demise;Mode of Demise_P;Mode of Demise_TP;Mode of Demise_FP;Mode of Demise_FN;Mode of Demise_TN;Victim;Victim_P;Victim_TP;Victim_FP;Victim_FN;Victim_TN;Perpetrator;Perpetrator_P;Perpetrator_TP;Perpetrator_FP;Perpetrator_FN;Perpetrator_TN;Classification;Reason;Presentation mode;Narrator POV;words
Prometheus, chained on Mount Caucasus, has an unexpected visitor - Hermes, who reveals that his wife Pronoia has remarried Hephaestus and is well without him. This news brings Prometheus a sense of relief and realization that he doesn't need to cling to life and suffer anymore. With this newfound freedom, he decides to end his torment by not revealing the secret of Thetis' name, which would satisfy Zeus' desire, but instead angers Hermes by mentioning Leto, who Zeus had already raped. After a final confrontation with Hermes, Prometheus is left alone, and with the potion's effect wearing off, he closes his eyes, ready to sleep eternally, finally free from pain and sorrow.;Generic character death;Summary;;illness;;0;0;1;0;human women;;0;0;1;0;---;;0;0;0;1;Incorrect;Errors but no TPs.;narrator;first;7296
Prometheus, chained on Mount Caucasus, has an unexpected visitor - Hermes, who reveals that his wife Pronoia has remarried Hephaestus and is well without him. This news brings Prometheus a sense of relief and realization that he doesn't need to cling to life and suffer anymore. With this newfound freedom, he decides to end his torment by not revealing the secret of Thetis' name, which would satisfy Zeus' desire, but instead angers Hermes by mentioning Leto, who Zeus had already raped. After a final confrontation with Hermes, Prometheus is left alone, and with the potion's effect wearing off, he closes his eyes, ready to sleep eternally, finally free from pain and sorrow.;Generic character death;Summary;;drowning;;0;0;1;0;human women;;0;0;1;0;---;;0;0;0;1;Incorrect;Errors but no TPs.;narrator;first;7296
Prometheus, chained on Mount Caucasus, has an unexpected visitor - Hermes, who reveals that his wife Pronoia has remarried Hephaestus and is well without him. This news brings Prometheus a sense of relief and realization that he doesn't need to cling to life and suffer anymore. With this newfound freedom, he decides to end his torment by not revealing the secret of Thetis' name, which would satisfy Zeus' desire, but instead angers Hermes by mentioning Leto, who Zeus had already raped. After a final confrontation with Hermes, Prometheus is left alone, and with the potion's effect wearing off, he closes his eyes, ready to sleep eternally, finally free from pain and sorrow.;False negative;Summary;;self-sacrifice/suicide;;0;0;1;0;Chiron;;0;0;1;0;---;;0;0;0;1;Incorrect;Errors but no TPs.;direct speech;third;7296
Odysseus returns home to his wife Penelope, but struggles with PTSD from his journey, experiencing nightmares and guilt over the deaths he's responsible for. He is haunted by memories of those who didn't return with him, including his friend Eurylochus and his mother, whom he misses dearly. Despite his emotional turmoil, Penelope offers him comfort and support, seeing through his facade and loving him for who he truly is. Meanwhile, Odysseus recalls his encounters with a goddess and a witch on his journey, but refuses to speak of them, instead focusing on the horrors of war and sea that still linger in his mind.;Generic character death;Summary;;hanging;;0;0;1;0;servant;;0;0;1;0;Odysseus;;0;0;1;0;Incorrect;All three elements have FP or FN.;narrator;third;581
Odysseus returns home to his wife Penelope, but struggles with PTSD from his journey, experiencing nightmares and guilt over the deaths he's responsible for. He is haunted by memories of those who didn't return with him, including his friend Eurylochus and his mother, whom he misses dearly. Despite his emotional turmoil, Penelope offers him comfort and support, seeing through his facade and loving him for who he truly is. Meanwhile, Odysseus recalls his encounters with a goddess and a witch on his journey, but refuses to speak of them, instead focusing on the horrors of war and sea that still linger in his mind.;Generic character death;Summary;;unspecified;;0;0;0;1;suitors;;0;0;1;0;Odysseus;;0;0;1;0;Incorrect;Errors but no TPs.;narrator;third;581
Odysseus returns home to his wife Penelope, but struggles with PTSD from his journey, experiencing nightmares and guilt over the deaths he's responsible for. He is haunted by memories of those who didn't return with him, including his friend Eurylochus and his mother, whom he misses dearly. Despite his emotional turmoil, Penelope offers him comfort and support, seeing through his facade and loving him for who he truly is. Meanwhile, Odysseus recalls his encounters with a goddess and a witch on his journey, but refuses to speak of them, instead focusing on the horrors of war and sea that still linger in his mind.;Generic character death;Summary;;war;;0;0;1;0;unspecified;;0;0;0;1;unspecified;;0;0;0;1;Incorrect;Errors but no TPs.;indirect thought;third;581
Odysseus returns home to his wife Penelope, but struggles with PTSD from his journey, experiencing nightmares and guilt over the deaths he's responsible for. He is haunted by memories of those who didn't return with him, including his friend Eurylochus and his mother, whom he misses dearly. Despite his emotional turmoil, Penelope offers him comfort and support, seeing through his facade and loving him for who he truly is. Meanwhile, Odysseus recalls his encounters with a goddess and a witch on his journey, but refuses to speak of them, instead focusing on the horrors of war and sea that still linger in his mind.;Generic character death;Summary;;drowning;;0;0;1;0;unspecified;;0;0;0;1;unspecified;;0;0;0;1;Incorrect;Errors but no TPs.;indirect thought;third;581
Odysseus returns home to his wife Penelope, but struggles with PTSD from his journey, experiencing nightmares and guilt over the deaths he's responsible for. He is haunted by memories of those who didn't return with him, including his friend Eurylochus and his mother, whom he misses dearly. Despite his emotional turmoil, Penelope offers him comfort and support, seeing through his facade and loving him for who he truly is. Meanwhile, Odysseus recalls his encounters with a goddess and a witch on his journey, but refuses to speak of them, instead focusing on the horrors of war and sea that still linger in his mind.;False negative;Summary;;unspecified;;0;0;0;1;Ajax;;0;0;1;0;unspecified;;0;0;0;1;Incorrect;Errors but no TPs.;indirect thought;third;581
Odysseus returns home to his wife Penelope, but struggles with PTSD from his journey, experiencing nightmares and guilt over the deaths he's responsible for. He is haunted by memories of those who didn't return with him, including his friend Eurylochus and his mother, whom he misses dearly. Despite his emotional turmoil, Penelope offers him comfort and support, seeing through his facade and loving him for who he truly is. Meanwhile, Odysseus recalls his encounters with a goddess and a witch on his journey, but refuses to speak of them, instead focusing on the horrors of war and sea that still linger in his mind.;False negative;Summary;;unspecified;;0;0;0;1;Achilles;;0;0;1;0;unspecified;;0;0;0;1;Incorrect;Errors but no TPs.;indirect thought;third;581
Odysseus returns home to his wife Penelope, but struggles with PTSD from his journey, experiencing nightmares and guilt over the deaths he's responsible for. He is haunted by memories of those who didn't return with him, including his friend Eurylochus and his mother, whom he misses dearly. Despite his emotional turmoil, Penelope offers him comfort and support, seeing through his facade and loving him for who he truly is. Meanwhile, Odysseus recalls his encounters with a goddess and a witch on his journey, but refuses to speak of them, instead focusing on the horrors of war and sea that still linger in his mind.;False negative;Summary;;unspecified;;0;0;0;1;Agamemnon;;0;0;1;0;unspecified;;0;0;0;1;Incorrect;Errors but no TPs.;indirect thought;third;581
Odysseus returns home to his wife Penelope, but struggles with PTSD from his journey, experiencing nightmares and guilt over the deaths he's responsible for. He is haunted by memories of those who didn't return with him, including his friend Eurylochus and his mother, whom he misses dearly. Despite his emotional turmoil, Penelope offers him comfort and support, seeing through his facade and loving him for who he truly is. Meanwhile, Odysseus recalls his encounters with a goddess and a witch on his journey, but refuses to speak of them, instead focusing on the horrors of war and sea that still linger in his mind.;Minor character death;Summary;;unspecified;;0;0;0;1;Odysseus' mother;mother;1;0;0;0;unspecified;;0;0;0;1;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;indirect thought;third;581
Odysseus returns home to his wife Penelope, but struggles with PTSD from his journey, experiencing nightmares and guilt over the deaths he's responsible for. He is haunted by memories of those who didn't return with him, including his friend Eurylochus and his mother, whom he misses dearly. Despite his emotional turmoil, Penelope offers him comfort and support, seeing through his facade and loving him for who he truly is. Meanwhile, Odysseus recalls his encounters with a goddess and a witch on his journey, but refuses to speak of them, instead focusing on the horrors of war and sea that still linger in his mind.;False positive;Summary;;;;0;0;0;1;Eurylochus;Eurylochus;1;0;0;0;unspecified;Odysseus;0;1;0;0;Partially Correct;Errors in: Perpetrator (FP or FN) with at least one TP;indirect thought;third;581
Odysseus returns home to his wife Penelope, but struggles with PTSD from his journey, experiencing nightmares and guilt over the deaths he's responsible for. He is haunted by memories of those who didn't return with him, including his friend Eurylochus and his mother, whom he misses dearly. Despite his emotional turmoil, Penelope offers him comfort and support, seeing through his facade and loving him for who he truly is. Meanwhile, Odysseus recalls his encounters with a goddess and a witch on his journey, but refuses to speak of them, instead focusing on the horrors of war and sea that still linger in his mind.;False positive;Question Answering;;;;;;;;;friends and comrades;0;1;0;0;;;;;;;Incorrect;Errors but no TPs.;;;581
"Prometheus, who has been chained to a rock in the Caucasus for eternity as punishment from Zeus, is visited by Hermes, Hephaestus, and Heracles. Hermes tells Prometheus that if he reveals the name of the sea-goddess who will bear a son that will overthrow Zeus, he will be freed. After some reluctance, Prometheus agrees and swears an oath, but only after Hermes promises not to harm him. However, before revealing the name, Prometheus is told that he will still wear an ivy wreath as a symbol of his punishment. Eventually, Prometheus reveals the name """"Thetis"""", which Hermes finds hard to believe. Despite this, Zeus's plans for Thetis are foiled, and she is likely to be given in marriage to a mortal instead. Heracles then carries Prometheus to their cart, and they prepare to leave, with Hephaestus sitting next to Prometheus and trying to keep him awake.""";Generic character death;Summary;;slaying;;0;0;1;0;Heracles' tutor;;0;0;1;0;Heracles;;0;0;1;0;Incorrect;All three elements have FP or FN.;direct speech;first;7367
"Prometheus, who has been chained to a rock in the Caucasus for eternity as punishment from Zeus, is visited by Hermes, Hephaestus, and Heracles. Hermes tells Prometheus that if he reveals the name of the sea-goddess who will bear a son that will overthrow Zeus, he will be freed. After some reluctance, Prometheus agrees and swears an oath, but only after Hermes promises not to harm him. However, before revealing the name, Prometheus is told that he will still wear an ivy wreath as a symbol of his punishment. Eventually, Prometheus reveals the name """"Thetis"""", which Hermes finds hard to believe. Despite this, Zeus's plans for Thetis are foiled, and she is likely to be given in marriage to a mortal instead. Heracles then carries Prometheus to their cart, and they prepare to leave, with Hephaestus sitting next to Prometheus and trying to keep him awake.""";Generic character death;Summary;;being eaten;;0;0;1;0;travellers;;0;0;1;0;Hydra;;0;0;1;0;Incorrect;All three elements have FP or FN.;direct speech;first;7367
"Prometheus, who has been chained to a rock in the Caucasus for eternity as punishment from Zeus, is visited by Hermes, Hephaestus, and Heracles. Hermes tells Prometheus that if he reveals the name of the sea-goddess who will bear a son that will overthrow Zeus, he will be freed. After some reluctance, Prometheus agrees and swears an oath, but only after Hermes promises not to harm him. However, before revealing the name, Prometheus is told that he will still wear an ivy wreath as a symbol of his punishment. Eventually, Prometheus reveals the name """"Thetis"""", which Hermes finds hard to believe. Despite this, Zeus's plans for Thetis are foiled, and she is likely to be given in marriage to a mortal instead. Heracles then carries Prometheus to their cart, and they prepare to leave, with Hephaestus sitting next to Prometheus and trying to keep him awake.""";False negative;Summary;;beheading;;0;0;1;0;Hydra;;0;0;1;0;Heracles and Iolaus;;0;0;1;0;Incorrect;All three elements have FP or FN.;direct speech;first;7367
"Prometheus, who has been chained to a rock in the Caucasus for eternity as punishment from Zeus, is visited by Hermes, Hephaestus, and Heracles. Hermes tells Prometheus that if he reveals the name of the sea-goddess who will bear a son that will overthrow Zeus, he will be freed. After some reluctance, Prometheus agrees and swears an oath, but only after Hermes promises not to harm him. However, before revealing the name, Prometheus is told that he will still wear an ivy wreath as a symbol of his punishment. Eventually, Prometheus reveals the name """"Thetis"""", which Hermes finds hard to believe. Despite this, Zeus's plans for Thetis are foiled, and she is likely to be given in marriage to a mortal instead. Heracles then carries Prometheus to their cart, and they prepare to leave, with Hephaestus sitting next to Prometheus and trying to keep him awake.""";Generic character death;Summary;;being shot/poison;;0;0;1;0;unspecified;;0;0;0;1;Heracles;;0;0;1;0;Incorrect;Errors but no TPs.;direct speech;first;7367
"Prometheus, who has been chained to a rock in the Caucasus for eternity as punishment from Zeus, is visited by Hermes, Hephaestus, and Heracles. Hermes tells Prometheus that if he reveals the name of the sea-goddess who will bear a son that will overthrow Zeus, he will be freed. After some reluctance, Prometheus agrees and swears an oath, but only after Hermes promises not to harm him. However, before revealing the name, Prometheus is told that he will still wear an ivy wreath as a symbol of his punishment. Eventually, Prometheus reveals the name """"Thetis"""", which Hermes finds hard to believe. Despite this, Zeus's plans for Thetis are foiled, and she is likely to be given in marriage to a mortal instead. Heracles then carries Prometheus to their cart, and they prepare to leave, with Hephaestus sitting next to Prometheus and trying to keep him awake.""";False negative;Summary;;being shot/poison;;0;0;1;0;Chiron;;0;0;1;0;Heracles;;0;0;1;0;Incorrect;All three elements have FP or FN.;direct speech;first;7367
"Prometheus, who has been chained to a rock in the Caucasus for eternity as punishment from Zeus, is visited by Hermes, Hephaestus, and Heracles. Hermes tells Prometheus that if he reveals the name of the sea-goddess who will bear a son that will overthrow Zeus, he will be freed. After some reluctance, Prometheus agrees and swears an oath, but only after Hermes promises not to harm him. However, before revealing the name, Prometheus is told that he will still wear an ivy wreath as a symbol of his punishment. Eventually, Prometheus reveals the name """"Thetis"""", which Hermes finds hard to believe. Despite this, Zeus's plans for Thetis are foiled, and she is likely to be given in marriage to a mortal instead. Heracles then carries Prometheus to their cart, and they prepare to leave, with Hephaestus sitting next to Prometheus and trying to keep him awake.""";False negative;Summary;;drowning;;0;0;1;0;Hylas;;0;0;1;0;water nymphs;;0;0;1;0;Incorrect;All three elements have FP or FN.;direct speech;first;7367
"Prometheus, who has been chained to a rock in the Caucasus for eternity as punishment from Zeus, is visited by Hermes, Hephaestus, and Heracles. Hermes tells Prometheus that if he reveals the name of the sea-goddess who will bear a son that will overthrow Zeus, he will be freed. After some reluctance, Prometheus agrees and swears an oath, but only after Hermes promises not to harm him. However, before revealing the name, Prometheus is told that he will still wear an ivy wreath as a symbol of his punishment. Eventually, Prometheus reveals the name """"Thetis"""", which Hermes finds hard to believe. Despite this, Zeus's plans for Thetis are foiled, and she is likely to be given in marriage to a mortal instead. Heracles then carries Prometheus to their cart, and they prepare to leave, with Hephaestus sitting next to Prometheus and trying to keep him awake.""";False negative;Summary;;unspecified;;0;0;0;1;Heracles' children;;0;0;1;0;unspecified;;0;0;0;1;Incorrect;Errors but no TPs.;direct speech;first;7367
"Prometheus, who has been chained to a rock in the Caucasus for eternity as punishment from Zeus, is visited by Hermes, Hephaestus, and Heracles. Hermes tells Prometheus that if he reveals the name of the sea-goddess who will bear a son that will overthrow Zeus, he will be freed. After some reluctance, Prometheus agrees and swears an oath, but only after Hermes promises not to harm him. However, before revealing the name, Prometheus is told that he will still wear an ivy wreath as a symbol of his punishment. Eventually, Prometheus reveals the name """"Thetis"""", which Hermes finds hard to believe. Despite this, Zeus's plans for Thetis are foiled, and she is likely to be given in marriage to a mortal instead. Heracles then carries Prometheus to their cart, and they prepare to leave, with Hephaestus sitting next to Prometheus and trying to keep him awake.""";Generic character death;Summary;;disease;;0;0;1;0;humans;;0;0;1;0;Pandora;;0;0;1;0;Incorrect;All three elements have FP or FN.;direct speech;first;7367
"Prometheus, who has been chained to a rock in the Caucasus for eternity as punishment from Zeus, is visited by Hermes, Hephaestus, and Heracles. Hermes tells Prometheus that if he reveals the name of the sea-goddess who will bear a son that will overthrow Zeus, he will be freed. After some reluctance, Prometheus agrees and swears an oath, but only after Hermes promises not to harm him. However, before revealing the name, Prometheus is told that he will still wear an ivy wreath as a symbol of his punishment. Eventually, Prometheus reveals the name """"Thetis"""", which Hermes finds hard to believe. Despite this, Zeus's plans for Thetis are foiled, and she is likely to be given in marriage to a mortal instead. Heracles then carries Prometheus to their cart, and they prepare to leave, with Hephaestus sitting next to Prometheus and trying to keep him awake.""";False negative;Summary;;unspecified;;0;0;0;1;Heracles' nephews;;0;0;1;0;Heracles;;0;0;1;0;Incorrect;Errors but no TPs.;direct speech;first;7367
"Prometheus, who has been chained to a rock in the Caucasus for eternity as punishment from Zeus, is visited by Hermes, Hephaestus, and Heracles. Hermes tells Prometheus that if he reveals the name of the sea-goddess who will bear a son that will overthrow Zeus, he will be freed. After some reluctance, Prometheus agrees and swears an oath, but only after Hermes promises not to harm him. However, before revealing the name, Prometheus is told that he will still wear an ivy wreath as a symbol of his punishment. Eventually, Prometheus reveals the name """"Thetis"""", which Hermes finds hard to believe. Despite this, Zeus's plans for Thetis are foiled, and she is likely to be given in marriage to a mortal instead. Heracles then carries Prometheus to their cart, and they prepare to leave, with Hephaestus sitting next to Prometheus and trying to keep him awake.""";False negative;Summary;;being shot;;0;0;1;0;Coronis;;0;0;1;0;Apollo or Artemis;;0;0;1;0;Incorrect;All three elements have FP or FN.;direct speech;first;7367
"Prometheus, who has been chained to a rock in the Caucasus for eternity as punishment from Zeus, is visited by Hermes, Hephaestus, and Heracles. Hermes tells Prometheus that if he reveals the name of the sea-goddess who will bear a son that will overthrow Zeus, he will be freed. After some reluctance, Prometheus agrees and swears an oath, but only after Hermes promises not to harm him. However, before revealing the name, Prometheus is told that he will still wear an ivy wreath as a symbol of his punishment. Eventually, Prometheus reveals the name """"Thetis"""", which Hermes finds hard to believe. Despite this, Zeus's plans for Thetis are foiled, and she is likely to be given in marriage to a mortal instead. Heracles then carries Prometheus to their cart, and they prepare to leave, with Hephaestus sitting next to Prometheus and trying to keep him awake.""";Generic character death;Summary;;struck by lightening;;0;0;1;0;a man;;0;0;1;0;Zeus;;0;0;1;0;Incorrect;All three elements have FP or FN.;direct speech;first;7367
"Prometheus, who has been chained to a rock in the Caucasus for eternity as punishment from Zeus, is visited by Hermes, Hephaestus, and Heracles. Hermes tells Prometheus that if he reveals the name of the sea-goddess who will bear a son that will overthrow Zeus, he will be freed. After some reluctance, Prometheus agrees and swears an oath, but only after Hermes promises not to harm him. However, before revealing the name, Prometheus is told that he will still wear an ivy wreath as a symbol of his punishment. Eventually, Prometheus reveals the name """"Thetis"""", which Hermes finds hard to believe. Despite this, Zeus's plans for Thetis are foiled, and she is likely to be given in marriage to a mortal instead. Heracles then carries Prometheus to their cart, and they prepare to leave, with Hephaestus sitting next to Prometheus and trying to keep him awake.""";False negative;Summary;;struck by lightening;;0;0;1;0;Asclepius;;0;0;1;0;Zeus;;0;0;1;0;Incorrect;All three elements have FP or FN.;direct speech;first;7367
"Prometheus, who has been chained to a rock in the Caucasus for eternity as punishment from Zeus, is visited by Hermes, Hephaestus, and Heracles. Hermes tells Prometheus that if he reveals the name of the sea-goddess who will bear a son that will overthrow Zeus, he will be freed. After some reluctance, Prometheus agrees and swears an oath, but only after Hermes promises not to harm him. However, before revealing the name, Prometheus is told that he will still wear an ivy wreath as a symbol of his punishment. Eventually, Prometheus reveals the name """"Thetis"""", which Hermes finds hard to believe. Despite this, Zeus's plans for Thetis are foiled, and she is likely to be given in marriage to a mortal instead. Heracles then carries Prometheus to their cart, and they prepare to leave, with Hephaestus sitting next to Prometheus and trying to keep him awake.""";Generic character death;Summary;;being shot;;0;0;1;0;a cyclops;;0;0;1;0;Apollo;;0;0;1;0;Incorrect;All three elements have FP or FN.;direct speech;first;7367
"Cassandra, a princess of Troy, recounts her life story, beginning with her devotion to Apollo, who granted her the gift of prophecy as a reward for her loyalty. However, she soon realized that this """"gift"""" came at a terrible cost, as she was cursed to foresee the future but never be believed. She saw the downfall of Troy, the deaths of her family members, and her own fate: being given to Agamemnon, raped, and eventually killed by his wife Clytemnestra. Cassandra's narrative is marked by bitterness and resentment towards the gods, particularly Apollo, who she feels used and manipulated her. Throughout the story, she laments that no one ever listened to her prophecies or believed her warnings, leading to the devastating consequences that have unfolded.""";False negative;Summary;;slaying;;0;0;1;0;Astyanax;;0;0;1;0;---;;0;0;0;1;Incorrect;Errors but no TPs.;narrator;first;1175
"Cassandra, a princess of Troy, recounts her life story, beginning with her devotion to Apollo, who granted her the gift of prophecy as a reward for her loyalty. However, she soon realized that this """"gift"""" came at a terrible cost, as she was cursed to foresee the future but never be believed. She saw the downfall of Troy, the deaths of her family members, and her own fate: being given to Agamemnon, raped, and eventually killed by his wife Clytemnestra. Cassandra's narrative is marked by bitterness and resentment towards the gods, particularly Apollo, who she feels used and manipulated her. Throughout the story, she laments that no one ever listened to her prophecies or believed her warnings, leading to the devastating consequences that have unfolded.""";False negative;Summary;;unspecified;;0;0;0;1;Hector;;0;0;1;0;Achilles;;0;0;1;0;Incorrect;Errors but no TPs.;narrator;first;1175
"Cassandra, a princess of Troy, recounts her life story, beginning with her devotion to Apollo, who granted her the gift of prophecy as a reward for her loyalty. However, she soon realized that this """"gift"""" came at a terrible cost, as she was cursed to foresee the future but never be believed. She saw the downfall of Troy, the deaths of her family members, and her own fate: being given to Agamemnon, raped, and eventually killed by his wife Clytemnestra. Cassandra's narrative is marked by bitterness and resentment towards the gods, particularly Apollo, who she feels used and manipulated her. Throughout the story, she laments that no one ever listened to her prophecies or believed her warnings, leading to the devastating consequences that have unfolded.""";False negative;Summary;;drowning;;0;0;1;0;Polydorus;;0;0;1;0;---;;0;0;0;1;Incorrect;Errors but no TPs.;narrator;first;1175
"Cassandra, a princess of Troy, recounts her life story, beginning with her devotion to Apollo, who granted her the gift of prophecy as a reward for her loyalty. However, she soon realized that this """"gift"""" came at a terrible cost, as she was cursed to foresee the future but never be believed. She saw the downfall of Troy, the deaths of her family members, and her own fate: being given to Agamemnon, raped, and eventually killed by his wife Clytemnestra. Cassandra's narrative is marked by bitterness and resentment towards the gods, particularly Apollo, who she feels used and manipulated her. Throughout the story, she laments that no one ever listened to her prophecies or believed her warnings, leading to the devastating consequences that have unfolded.""";False negative;Summary;;unspecified;;0;0;0;1;Polyxena;;0;0;1;0;unspecified;;0;0;0;1;Incorrect;Errors but no TPs.;narrator;first;1175
"Cassandra, a princess of Troy, recounts her life story, beginning with her devotion to Apollo, who granted her the gift of prophecy as a reward for her loyalty. However, she soon realized that this """"gift"""" came at a terrible cost, as she was cursed to foresee the future but never be believed. She saw the downfall of Troy, the deaths of her family members, and her own fate: being given to Agamemnon, raped, and eventually killed by his wife Clytemnestra. Cassandra's narrative is marked by bitterness and resentment towards the gods, particularly Apollo, who she feels used and manipulated her. Throughout the story, she laments that no one ever listened to her prophecies or believed her warnings, leading to the devastating consequences that have unfolded.""";False negative;Summary;Perpetrator not found;sacrifice;;0;0;1;0;Cassandra's father;;0;0;1;0;Pyrrhus;;0;0;1;0;Incorrect;All three elements have FP or FN.;narrator;first;1175
"Cassandra, a princess of Troy, recounts her life story, beginning with her devotion to Apollo, who granted her the gift of prophecy as a reward for her loyalty. However, she soon realized that this \""gift\"" came at a terrible cost, as she was cursed to foresee the future but never be believed. She saw the downfall of Troy, the deaths of her family members, and her own fate: being given to Agamemnon, raped, and eventually killed by his wife Clytemnestra. Cassandra's narrative is marked by bitterness and resentment towards the gods, particularly Apollo, who she feels used and manipulated her. Throughout the story, she laments that no one ever listened to her prophecies or believed her warnings, leading to the devastating consequences that have unfolded.";False positive;Question Answering;;;rape;0;1;0;0;;Cassandra;0;1;0;0;;Agamemnon;0;1;0;0;Incorrect;All three elements have FP or FN.;;;1175
"Cassandra, a princess of Troy, recounts her life story, beginning with her devotion to Apollo, who granted her the gift of prophecy as a reward for her loyalty. However, she soon realized that this """"gift"""" came at a terrible cost, as she was cursed to foresee the future but never be believed. She saw the downfall of Troy, the deaths of her family members, and her own fate: being given to Agamemnon, raped, and eventually killed by his wife Clytemnestra. Cassandra's narrative is marked by bitterness and resentment towards the gods, particularly Apollo, who she feels used and manipulated her. Throughout the story, she laments that no one ever listened to her prophecies or believed her warnings, leading to the devastating consequences that have unfolded.""";False negative;Summary;;sacrifice;;0;0;1;0;Polites;;0;0;1;0;Pyrrhus;;0;0;1;0;Incorrect;All three elements have FP or FN.;narrator;first;1175
"Cassandra, a princess of Troy, recounts her life story, beginning with her devotion to Apollo, who granted her the gift of prophecy as a reward for her loyalty. However, she soon realized that this """"gift"""" came at a terrible cost, as she was cursed to foresee the future but never be believed. She saw the downfall of Troy, the deaths of her family members, and her own fate: being given to Agamemnon, raped, and eventually killed by his wife Clytemnestra. Cassandra's narrative is marked by bitterness and resentment towards the gods, particularly Apollo, who she feels used and manipulated her. Throughout the story, she laments that no one ever listened to her prophecies or believed her warnings, leading to the devastating consequences that have unfolded.""";False negative;Summary;;slaying;;0;0;1;0;Agamemnon;;0;0;1;0;Agamemnon's wife;;0;0;1;0;Incorrect;All three elements have FP or FN.;narrator;first;1175
"Cassandra, a princess of Troy, recounts her life story, beginning with her devotion to Apollo, who granted her the gift of prophecy as a reward for her loyalty. However, she soon realized that this \""gift\"" came at a terrible cost, as she was cursed to foresee the future but never be believed. She saw the downfall of Troy, the deaths of her family members, and her own fate: being given to Agamemnon, raped, and eventually killed by his wife Clytemnestra. Cassandra's narrative is marked by bitterness and resentment towards the gods, particularly Apollo, who she feels used and manipulated her. Throughout the story, she laments that no one ever listened to her prophecies or believed her warnings, leading to the devastating consequences that have unfolded.";False positive & false negative;Question Answering;Perpetrators;slaying;killing;0;1;1;0;Cassandra;Cassandra;1;0;0;0;Agamemnon's wife;Clytemnestra;1;0;0;0;Partially Correct;Errors in: Mode of Demise (FP or FN) with at least one TP;direct thought;first;1175
"Cassandra, a princess of Troy, recounts her life story, beginning with her devotion to Apollo, who granted her the gift of prophecy as a reward for her loyalty. However, she soon realized that this \""gift\"" came at a terrible cost, as she was cursed to foresee the future but never be believed. She saw the downfall of Troy, the deaths of her family members, and her own fate: being given to Agamemnon, raped, and eventually killed by his wife Clytemnestra. Cassandra's narrative is marked by bitterness and resentment towards the gods, particularly Apollo, who she feels used and manipulated her. Throughout the story, she laments that no one ever listened to her prophecies or believed her warnings, leading to the devastating consequences that have unfolded.";False positive & false negative;Question Answering;;sacrifice;;0;0;1;0;Iphigenia;;0;0;1;0;Agamemnon;;0;0;1;0;Incorrect;Errors but no TPs.;narrator;first;1175
In a dark and twisted scene, Penelope, the queen, is gang-raped by multiple men seeking to marry her after King Odysseus' presumed death. Eurynomus participates in the assault, waiting his turn to claim her as he watches others take advantage of her body. When it's finally his turn, he marks her breast with a bruise, claiming her as his own. However, their depraved celebration is short-lived, as Odysseus returns unexpectedly and begins massacring the suitors, striking Eurynomus in the hand with an arrow before ultimately killing him with his sword.;False negative;Summary;;being shot;;0;0;1;0;Antinous;;0;0;1;0;Odysseus;;0;0;1;0;Incorrect;All three elements have FP or FN.;narrator;third;2954
In a dark and twisted scene, Penelope, the queen, is gang-raped by multiple men seeking to marry her after King Odysseus' presumed death. Eurynomus participates in the assault, waiting his turn to claim her as he watches others take advantage of her body. When it's finally his turn, he marks her breast with a bruise, claiming her as his own. However, their depraved celebration is short-lived, as Odysseus returns unexpectedly and begins massacring the suitors, striking Eurynomus in the hand with an arrow before ultimately killing him with his sword.;;;;slaying;stabbing with sword;1;0;0;0;Eurynomus;Eurynomus;1;0;0;0;Odysseus;Odysseus;1;0;0;0;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;indirect thought;third;2954
In a dark and twisted scene, Penelope, the queen, is gang-raped by multiple men seeking to marry her after King Odysseus' presumed death. Eurynomus participates in the assault, waiting his turn to claim her as he watches others take advantage of her body. When it's finally his turn, he marks her breast with a bruise, claiming her as his own. However, their depraved celebration is short-lived, as Odysseus returns unexpectedly and begins massacring the suitors, striking Eurynomus in the hand with an arrow before ultimately killing him with his sword.;Generic character death;Summary;;;;0;0;0;1;a man;;0;0;1;0;Odysseus;;0;0;1;0;Incorrect;Errors but no TPs.;narrator;third;2954
The narrator, Baucis, reflects on her life, from being given as a war prize to Peleus and raising Achilles, whom she both loved and hated. She expresses regret over trying to make him into a girl on Skyros and notes that she is still fulfilling her purpose of feeding pigs to men and making men into pigs. Baucis also mentions other women, including Sappho and Corinna, and their stories, as well as the story of Cleopatra, who used powerful men like Julius Caesar and Mark Antony for her own gain. The narrator concludes by stating that women marry monsters and have no choice in the matter, but she is proud of her son and acknowledges that she raised him to be a monster.;False negative;Summary;;tearing to pieces;;0;0;1;0;Orpheus;;0;0;1;0;Dionysus;;0;0;1;0;Incorrect;All three elements have FP or FN.;narrator;first;3300
