Summary;Error Type;Error Scope;Comment;Mode of Demise;Mode of Demise_P;Mode of Demise_TP;Mode of Demise_FP;Mode of Demise_FN;Mode of Demise_TN;Victim;Victim_P;Victim_TP;Victim_FP;Victim_FN;Victim_TN;Perpetrator;Perpetrator_P;Perpetrator_TP;Perpetrator_FP;Perpetrator_FN;Perpetrator_TN;Classification;Reason;Presentation mode;Narrator POV;words
"Odysseus returns home to his wife Penelope, but is still haunted by the traumas of war and sea. He recalls the horrors he faced, including the death of Astyanax, although he refuses to share details about his encounters with a goddess and a witch. The text mentions that Odysseus saw the faces of those killed in the war or at sea in his dreams, some of whom were directly his fault. Additionally, the story implies that Eurylochus died during their journey, although the exact circumstances are not specified; however, it is mentioned that Odysseus feels guilty for not trying harder to stop him. The suitors who threatened Penelope and Telemachus are also dead, but the mode of demise is not explicitly stated in the provided text.";False negative;Summary;;unspecified;;0;0;0;1;Ajax;;0;0;1;0;unspecified;;0;0;0;1;Incorrect;Errors but no TPs.;indirect thought;third;581
"Odysseus returns home to his wife Penelope, but is still haunted by the traumas of war and sea. He recalls the horrors he faced, including the death of Astyanax, although he refuses to share details about his encounters with a goddess and a witch. The text mentions that Odysseus saw the faces of those killed in the war or at sea in his dreams, some of whom were directly his fault. Additionally, the story implies that Eurylochus died during their journey, although the exact circumstances are not specified; however, it is mentioned that Odysseus feels guilty for not trying harder to stop him. The suitors who threatened Penelope and Telemachus are also dead, but the mode of demise is not explicitly stated in the provided text.";False negative;Summary;;unspecified;;0;0;0;1;Achilles;;0;0;1;0;unspecified;;0;0;0;1;Incorrect;Errors but no TPs.;indirect thought;third;581
"Odysseus returns home to his wife Penelope, but is still haunted by the traumas of war and sea. He recalls the horrors he faced, including the death of Astyanax, although he refuses to share details about his encounters with a goddess and a witch. The text mentions that Odysseus saw the faces of those killed in the war or at sea in his dreams, some of whom were directly his fault. Additionally, the story implies that Eurylochus died during their journey, although the exact circumstances are not specified; however, it is mentioned that Odysseus feels guilty for not trying harder to stop him. The suitors who threatened Penelope and Telemachus are also dead, but the mode of demise is not explicitly stated in the provided text.";False negative;Summary;;unspecified;;0;0;0;1;Agamemnon;;0;0;1;0;unspecified;;0;0;0;1;Incorrect;Errors but no TPs.;indirect thought;third;581
"Odysseus returns home to his wife Penelope, but is still haunted by the traumas of war and sea. He recalls the horrors he faced, including the death of Astyanax, although he refuses to share details about his encounters with a goddess and a witch. The text mentions that Odysseus saw the faces of those killed in the war or at sea in his dreams, some of whom were directly his fault. Additionally, the story implies that Eurylochus died during their journey, although the exact circumstances are not specified; however, it is mentioned that Odysseus feels guilty for not trying harder to stop him. The suitors who threatened Penelope and Telemachus are also dead, but the mode of demise is not explicitly stated in the provided text.";False negative;Summary;;unspecified;;0;0;0;1;Odysseus' mother;;0;0;1;0;unspecified;;0;0;0;1;Incorrect;Errors but no TPs.;indirect thought;third;581
Prometheus was chained on Caucasus for 30,000 years as punishment from Zeus for stealing fire for humans and giving it to them. He was eventually freed by Heracles with the help of Hephaestus and Hermes. Before his release, Hermes tried to persuade Prometheus to admit guilt by wearing an ivy wreath, but he refused until Heracles intervened. To secure his freedom, Prometheus had to reveal the name of the goddess he knew Zeus wanted to marry, which was Thetis.;Generic character death;Summary;Generic Character Death;slaying;;0;0;1;0;Heracles' tutor;;0;0;1;0;Heracles;;0;0;1;0;Incorrect;All three elements have FP or FN.;direct speech;first;7367
Prometheus was chained on Caucasus for 30,000 years as punishment from Zeus for stealing fire for humans and giving it to them. He was eventually freed by Heracles with the help of Hephaestus and Hermes. Before his release, Hermes tried to persuade Prometheus to admit guilt by wearing an ivy wreath, but he refused until Heracles intervened. To secure his freedom, Prometheus had to reveal the name of the goddess he knew Zeus wanted to marry, which was Thetis.;Generic character death;Summary;Generic Character Death;being eaten;;0;0;1;0;travellers;;0;0;1;0;Hydra;;0;0;1;0;Incorrect;All three elements have FP or FN.;direct speech;first;7367
Prometheus was chained on Caucasus for 30,000 years as punishment from Zeus for stealing fire for humans and giving it to them. He was eventually freed by Heracles with the help of Hephaestus and Hermes. Before his release, Hermes tried to persuade Prometheus to admit guilt by wearing an ivy wreath, but he refused until Heracles intervened. To secure his freedom, Prometheus had to reveal the name of the goddess he knew Zeus wanted to marry, which was Thetis.;False negative;Summary;;beheading;;0;0;1;0;Hydra;;0;0;1;0;Heracles and Iolaus;;0;0;1;0;Incorrect;All three elements have FP or FN.;direct speech;first;7367
Prometheus was chained on Caucasus for 30,000 years as punishment from Zeus for stealing fire for humans and giving it to them. He was eventually freed by Heracles with the help of Hephaestus and Hermes. Before his release, Hermes tried to persuade Prometheus to admit guilt by wearing an ivy wreath, but he refused until Heracles intervened. To secure his freedom, Prometheus had to reveal the name of the goddess he knew Zeus wanted to marry, which was Thetis.;Generic character death;Summary;Generic Character Death;being shot/poison;;0;0;1;0;unspecified;;0;0;0;1;Heracles;;0;0;1;0;Incorrect;Errors but no TPs.;direct speech;first;7367
Prometheus was chained on Caucasus for 30,000 years as punishment from Zeus for stealing fire for humans and giving it to them. He was eventually freed by Heracles with the help of Hephaestus and Hermes. Before his release, Hermes tried to persuade Prometheus to admit guilt by wearing an ivy wreath, but he refused until Heracles intervened. To secure his freedom, Prometheus had to reveal the name of the goddess he knew Zeus wanted to marry, which was Thetis.;False negative;Summary;;being shot/poison;;0;0;1;0;Chiron;;0;0;1;0;Heracles;;0;0;1;0;Incorrect;All three elements have FP or FN.;direct speech;first;7367
Prometheus was chained on Caucasus for 30,000 years as punishment from Zeus for stealing fire for humans and giving it to them. He was eventually freed by Heracles with the help of Hephaestus and Hermes. Before his release, Hermes tried to persuade Prometheus to admit guilt by wearing an ivy wreath, but he refused until Heracles intervened. To secure his freedom, Prometheus had to reveal the name of the goddess he knew Zeus wanted to marry, which was Thetis.;Generic character death;Summary;Generic Character Death;drowning;;0;0;1;0;Hylas;;0;0;1;0;water nymphs;;0;0;1;0;Incorrect;All three elements have FP or FN.;direct speech;first;7367
Prometheus was chained on Caucasus for 30,000 years as punishment from Zeus for stealing fire for humans and giving it to them. He was eventually freed by Heracles with the help of Hephaestus and Hermes. Before his release, Hermes tried to persuade Prometheus to admit guilt by wearing an ivy wreath, but he refused until Heracles intervened. To secure his freedom, Prometheus had to reveal the name of the goddess he knew Zeus wanted to marry, which was Thetis.;Generic character death;Summary;Generic Character Death;unspecified;;0;0;0;1;Heracles' children;;0;0;1;0;unspecified;;0;0;0;1;Incorrect;Errors but no TPs.;direct speech;first;7367
Prometheus was chained on Caucasus for 30,000 years as punishment from Zeus for stealing fire for humans and giving it to them. He was eventually freed by Heracles with the help of Hephaestus and Hermes. Before his release, Hermes tried to persuade Prometheus to admit guilt by wearing an ivy wreath, but he refused until Heracles intervened. To secure his freedom, Prometheus had to reveal the name of the goddess he knew Zeus wanted to marry, which was Thetis.;Generic character death;Summary;Generic Character Death;disease;;0;0;1;0;humans;;0;0;1;0;Pandora;;0;0;1;0;Incorrect;All three elements have FP or FN.;direct speech;first;7367
Prometheus was chained on Caucasus for 30,000 years as punishment from Zeus for stealing fire for humans and giving it to them. He was eventually freed by Heracles with the help of Hephaestus and Hermes. Before his release, Hermes tried to persuade Prometheus to admit guilt by wearing an ivy wreath, but he refused until Heracles intervened. To secure his freedom, Prometheus had to reveal the name of the goddess he knew Zeus wanted to marry, which was Thetis.;Generic character death;Summary;Generic Character Death;unspecified;;0;0;0;1;Heracles' nephews;;0;0;1;0;Heracles;;0;0;1;0;Incorrect;Errors but no TPs.;direct speech;first;7367
Prometheus was chained on Caucasus for 30,000 years as punishment from Zeus for stealing fire for humans and giving it to them. He was eventually freed by Heracles with the help of Hephaestus and Hermes. Before his release, Hermes tried to persuade Prometheus to admit guilt by wearing an ivy wreath, but he refused until Heracles intervened. To secure his freedom, Prometheus had to reveal the name of the goddess he knew Zeus wanted to marry, which was Thetis.;Generic character death;Summary;Generic Character Death;being shot;;0;0;1;0;Coronis;;0;0;1;0;Apollo or Artemis;;0;0;1;0;Incorrect;All three elements have FP or FN.;direct speech;first;7367
Prometheus was chained on Caucasus for 30,000 years as punishment from Zeus for stealing fire for humans and giving it to them. He was eventually freed by Heracles with the help of Hephaestus and Hermes. Before his release, Hermes tried to persuade Prometheus to admit guilt by wearing an ivy wreath, but he refused until Heracles intervened. To secure his freedom, Prometheus had to reveal the name of the goddess he knew Zeus wanted to marry, which was Thetis.;Generic character death;Summary;Generic Character Death;struck by lightening;;0;0;1;0;a man;;0;0;1;0;Zeus;;0;0;1;0;Incorrect;All three elements have FP or FN.;direct speech;first;7367
Prometheus was chained on Caucasus for 30,000 years as punishment from Zeus for stealing fire for humans and giving it to them. He was eventually freed by Heracles with the help of Hephaestus and Hermes. Before his release, Hermes tried to persuade Prometheus to admit guilt by wearing an ivy wreath, but he refused until Heracles intervened. To secure his freedom, Prometheus had to reveal the name of the goddess he knew Zeus wanted to marry, which was Thetis.;False negative;Summary;;struck by lightening;;0;0;1;0;Asclepius;;0;0;1;0;Zeus;;0;0;1;0;Incorrect;All three elements have FP or FN.;direct speech;first;7367
Prometheus was chained on Caucasus for 30,000 years as punishment from Zeus for stealing fire for humans and giving it to them. He was eventually freed by Heracles with the help of Hephaestus and Hermes. Before his release, Hermes tried to persuade Prometheus to admit guilt by wearing an ivy wreath, but he refused until Heracles intervened. To secure his freedom, Prometheus had to reveal the name of the goddess he knew Zeus wanted to marry, which was Thetis.;Generic character death;Summary;Generic Character Death;being shot;;0;0;1;0;a cyclops;;0;0;1;0;Apollo;;0;0;1;0;Incorrect;All three elements have FP or FN.;direct speech;first;7367
"Cassandra, a princess of Troy, recounts her life story, from being the favored daughter of King Priam to becoming a cursed prophetess after Apollo granted her the gift of prophecy in exchange for her devotion. However, when she pulled away from his advances at 12 years old, he became displeased and cursed her to see the future but never be believed. Cassandra foresaw and tried to warn her family about the impending doom of Troy, including the deaths of her loved ones: Hector's body dragged by Achilles' chariot; Polydorus' body washing up on the shore; Polyxena being killed as a sacrifice; her father King Priam being killed in the same manner as his grandson Polydorus; and her own rape at the hands of Ajax the Lesser. After Troy falls, Cassandra is taken captive and awaits her fate along with other women of the city, including her mother who will be given to Odysseus, Andromache who will be given to Neoptolemus but end up marrying Helenus, Polyxena who died before being given as plunder, and Helen who will return to her husband. Cassandra herself will be given to Agamemnon, who will rape her, and she will bear him twins before he is murdered by his wife Clytemnestra in revenge for the murder of her daughter Iphigenia; Clytemnestra will then kill Cassandra with the same sword.";False negative;Summary;;slaying;;0;0;1;0;Astyanax;;0;0;1;0;---;;0;0;0;1;Incorrect;Errors but no TPs.;narrator;first;1175
"Cassandra, a princess of Troy, recounts her life story, from being the favored daughter of King Priam to becoming a cursed prophetess after Apollo granted her the gift of prophecy in exchange for her devotion. However, when she pulled away from his advances at 12 years old, he became displeased and cursed her to see the future but never be believed. Cassandra foresaw and tried to warn her family about the impending doom of Troy, including the deaths of her loved ones: Hector's body dragged by Achilles' chariot; Polydorus' body washing up on the shore; Polyxena being killed as a sacrifice; her father King Priam being killed in the same manner as his grandson Polydorus; and her own rape at the hands of Ajax the Lesser. After Troy falls, Cassandra is taken captive and awaits her fate along with other women of the city, including her mother who will be given to Odysseus, Andromache who will be given to Neoptolemus but end up marrying Helenus, Polyxena who died before being given as plunder, and Helen who will return to her husband. Cassandra herself will be given to Agamemnon, who will rape her, and she will bear him twins before he is murdered by his wife Clytemnestra in revenge for the murder of her daughter Iphigenia; Clytemnestra will then kill Cassandra with the same sword.";False positive;Question Answering;;unspecified;dragged by chariot;0;1;0;0;Hector;Hector;1;0;0;0;Achilles;Achilles;1;0;0;0;Partially Correct;Errors in: Mode of Demise (FP or FN) with at least one TP;narrator;first;1175
"Cassandra, a princess of Troy, recounts her life story, from being the favored daughter of King Priam to becoming a cursed prophetess after Apollo granted her the gift of prophecy in exchange for her devotion. However, when she pulled away from his advances at 12 years old, he became displeased and cursed her to see the future but never be believed. Cassandra foresaw and tried to warn her family about the impending doom of Troy, including the deaths of her loved ones: Hector's body dragged by Achilles' chariot; Polydorus' body washing up on the shore; Polyxena being killed as a sacrifice; her father King Priam being killed in the same manner as his grandson Polydorus; and her own rape at the hands of Ajax the Lesser. After Troy falls, Cassandra is taken captive and awaits her fate along with other women of the city, including her mother who will be given to Odysseus, Andromache who will be given to Neoptolemus but end up marrying Helenus, Polyxena who died before being given as plunder, and Helen who will return to her husband. Cassandra herself will be given to Agamemnon, who will rape her, and she will bear him twins before he is murdered by his wife Clytemnestra in revenge for the murder of her daughter Iphigenia; Clytemnestra will then kill Cassandra with the same sword.";False positive;Summary;Backround knowledge bleeding from the model;unspecified;killed as sacrifice;0;1;0;0;Polyxena;Polyxena;1;0;0;0;unspecified;;0;0;0;1;Partially Correct;Errors in: Mode of Demise (FP or FN) with at least one TP;narrator;first;1175
"Cassandra, a princess of Troy, recounts her life story, from being the favored daughter of King Priam to becoming a cursed prophetess after Apollo granted her the gift of prophecy in exchange for her devotion. However, when she pulled away from his advances at 12 years old, he became displeased and cursed her to see the future but never be believed. Cassandra foresaw and tried to warn her family about the impending doom of Troy, including the deaths of her loved ones: Hector's body dragged by Achilles' chariot; Polydorus' body washing up on the shore; Polyxena being killed as a sacrifice; her father King Priam being killed in the same manner as his grandson Polydorus; and her own rape at the hands of Ajax the Lesser. After Troy falls, Cassandra is taken captive and awaits her fate along with other women of the city, including her mother who will be given to Odysseus, Andromache who will be given to Neoptolemus but end up marrying Helenus, Polyxena who died before being given as plunder, and Helen who will return to her husband. Cassandra herself will be given to Agamemnon, who will rape her, and she will bear him twins before he is murdered by his wife Clytemnestra in revenge for the murder of her daughter Iphigenia; Clytemnestra will then kill Cassandra with the same sword.";Minor character death;Summary;;sacrifice;;0;0;1;0;Cassandra's father;King Priam;1;0;0;0;Pyrrhus;;0;0;1;0;Partially Correct;Errors in: Perpetrator (FP or FN), Mode of Demise (FP or FN) with at least one TP;narrator;first;1175
"Cassandra, a princess of Troy, recounts her life story, from being the favored daughter of King Priam to becoming a cursed prophetess after Apollo granted her the gift of prophecy in exchange for her devotion. However, when she pulled away from his advances at 12 years old, he became displeased and cursed her to see the future but never be believed. Cassandra foresaw and tried to warn her family about the impending doom of Troy, including the deaths of her loved ones: Hector's body dragged by Achilles' chariot; Polydorus' body washing up on the shore; Polyxena being killed as a sacrifice; her father King Priam being killed in the same manner as his grandson Polydorus; and her own rape at the hands of Ajax the Lesser. After Troy falls, Cassandra is taken captive and awaits her fate along with other women of the city, including her mother who will be given to Odysseus, Andromache who will be given to Neoptolemus but end up marrying Helenus, Polyxena who died before being given as plunder, and Helen who will return to her husband. Cassandra herself will be given to Agamemnon, who will rape her, and she will bear him twins before he is murdered by his wife Clytemnestra in revenge for the murder of her daughter Iphigenia; Clytemnestra will then kill Cassandra with the same sword.";False negative;Summary;;sacrifice;;0;0;1;0;Polites;;0;0;1;0;Pyrrhus;;0;0;1;0;Incorrect;All three elements have FP or FN.;narrator;first;1175
"Cassandra, a princess of Troy, recounts her life story, from being the favored daughter of King Priam to becoming a cursed prophetess after Apollo granted her the gift of prophecy in exchange for her devotion. However, when she pulled away from his advances at 12 years old, he became displeased and cursed her to see the future but never be believed. Cassandra foresaw and tried to warn her family about the impending doom of Troy, including the deaths of her loved ones: Hector's body dragged by Achilles' chariot; Polydorus' body washing up on the shore; Polyxena being killed as a sacrifice; her father King Priam being killed in the same manner as his grandson Polydorus; and her own rape at the hands of Ajax the Lesser. After Troy falls, Cassandra is taken captive and awaits her fate along with other women of the city, including her mother who will be given to Odysseus, Andromache who will be given to Neoptolemus but end up marrying Helenus, Polyxena who died before being given as plunder, and Helen who will return to her husband. Cassandra herself will be given to Agamemnon, who will rape her, and she will bear him twins before he is murdered by his wife Clytemnestra in revenge for the murder of her daughter Iphigenia; Clytemnestra will then kill Cassandra with the same sword.";False negative;Summary;;slaying;murdered;0;0;1;0;Agamemnon;Agamemnon;1;0;0;0;Agamemnon's wife;Clytemnestra;1;0;0;0;Partially Correct;Errors in: Mode of Demise (FP or FN) with at least one TP;narrator;first;1175
"Cassandra, a princess of Troy, recounts her life story, from being the favored daughter of King Priam to becoming a cursed prophetess after Apollo granted her the gift of prophecy in exchange for her devotion. However, when she pulled away from his advances at 12 years old, he became displeased and cursed her to see the future but never be believed. Cassandra foresaw and tried to warn her family about the impending doom of Troy, including the deaths of her loved ones: Hector's body dragged by Achilles' chariot; Polydorus' body washing up on the shore; Polyxena being killed as a sacrifice; her father King Priam being killed in the same manner as his grandson Polydorus; and her own rape at the hands of Ajax the Lesser. After Troy falls, Cassandra is taken captive and awaits her fate along with other women of the city, including her mother who will be given to Odysseus, Andromache who will be given to Neoptolemus but end up marrying Helenus, Polyxena who died before being given as plunder, and Helen who will return to her husband. Cassandra herself will be given to Agamemnon, who will rape her, and she will bear him twins before he is murdered by his wife Clytemnestra in revenge for the murder of her daughter Iphigenia; Clytemnestra will then kill Cassandra with the same sword.";;;;slaying;killed with sword;1;0;0;0;Cassandra;Cassandra;1;0;0;0;Agamemnon's wife;Clytemnestra;1;0;0;0;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;direct thought;first;1175
"Cassandra, a princess of Troy, recounts her life story, from being the favored daughter of King Priam to becoming a cursed prophetess after Apollo granted her the gift of prophecy in exchange for her devotion. However, when she pulled away from his advances at 12 years old, he became displeased and cursed her to see the future but never be believed. Cassandra foresaw and tried to warn her family about the impending doom of Troy, including the deaths of her loved ones: Hector's body dragged by Achilles' chariot; Polydorus' body washing up on the shore; Polyxena being killed as a sacrifice; her father King Priam being killed in the same manner as his grandson Polydorus; and her own rape at the hands of Ajax the Lesser. After Troy falls, Cassandra is taken captive and awaits her fate along with other women of the city, including her mother who will be given to Odysseus, Andromache who will be given to Neoptolemus but end up marrying Helenus, Polyxena who died before being given as plunder, and Helen who will return to her husband. Cassandra herself will be given to Agamemnon, who will rape her, and she will bear him twins before he is murdered by his wife Clytemnestra in revenge for the murder of her daughter Iphigenia; Clytemnestra will then kill Cassandra with the same sword.";False positive & false negative;Summary;;drowning;body washing up on shore;0;1;1;0;Polydorus;Polydorus;1;0;0;0;---;;0;0;0;1;Partially Correct;Errors in: Mode of Demise (FP or FN) with at least one TP;narrator;first;1175
"Cassandra, a princess of Troy, recounts her life story, from being the favored daughter of King Priam to becoming a cursed prophetess after Apollo granted her the gift of prophecy in exchange for her devotion. However, when she pulled away from his advances at 12 years old, he became displeased and cursed her to see the future but never be believed. Cassandra foresaw and tried to warn her family about the impending doom of Troy, including the deaths of her loved ones: Hector's body dragged by Achilles' chariot; Polydorus' body washing up on the shore; Polyxena being killed as a sacrifice; her father King Priam being killed in the same manner as his grandson Polydorus; and her own rape at the hands of Ajax the Lesser. After Troy falls, Cassandra is taken captive and awaits her fate along with other women of the city, including her mother who will be given to Odysseus, Andromache who will be given to Neoptolemus but end up marrying Helenus, Polyxena who died before being given as plunder, and Helen who will return to her husband. Cassandra herself will be given to Agamemnon, who will rape her, and she will bear him twins before he is murdered by his wife Clytemnestra in revenge for the murder of her daughter Iphigenia; Clytemnestra will then kill Cassandra with the same sword.";;;;;;0;0;0;1;Iphigenia;Iphigenia;1;0;0;0;Agamemnon;Agamemnon;1;0;0;0;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;narrator;first;1175
Odysseus, King of Ithaca, returns and kills multiple suitors who were raping his wife, Penelope, including Eurynomus, Antinous, and another unnamed suitor. The modes of demise include being shot with an arrow to the neck (Antinous), chest (unnamed suitor), and hand (Eurynomus), followed by a fatal sword blow to Eurynomus. The perpetrator is Odysseus, who exacts deadly revenge on the suitors for their actions.;;;;being shot;arrow to neck;1;0;0;0;Antinous;Antinous;1;0;0;0;Odysseus;Odysseus;1;0;0;0;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;narrator;third;2954
Odysseus, King of Ithaca, returns and kills multiple suitors who were raping his wife, Penelope, including Eurynomus, Antinous, and another unnamed suitor. The modes of demise include being shot with an arrow to the neck (Antinous), chest (unnamed suitor), and hand (Eurynomus), followed by a fatal sword blow to Eurynomus. The perpetrator is Odysseus, who exacts deadly revenge on the suitors for their actions.;;;partially true;slaying;arrow to hand, fatal sword blow;1;0;0;0;Eurynomus;Eurynomus;1;0;0;0;Odysseus;Odysseus;1;0;0;0;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;indirect thought;third;2954
Odysseus, King of Ithaca, returns and kills multiple suitors who were raping his wife, Penelope, including Eurynomus, Antinous, and another unnamed suitor. The modes of demise include being shot with an arrow to the neck (Antinous), chest (unnamed suitor), and hand (Eurynomus), followed by a fatal sword blow to Eurynomus. The perpetrator is Odysseus, who exacts deadly revenge on the suitors for their actions.;;;;being shot;arrow to chest;1;0;0;0;unnamed suitor;unnamed suitor;1;0;0;0;Odysseus;Odysseus;1;0;0;0;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;narrator;third;2954
"The narrator, who remains unnamed throughout the passage, reflects on their life, love, and death. They mention Achilles, whom they both loved and hated, particularly his honor and smile, which reminded them of Peleus. The narrator also mentions their marriage to Telemachus and their role in Odysseus' family. Additionally, they express their resentment towards being reduced to a footnote in history as the """"exotic slut"""" of Mark Antony, despite wielding significant power over him and Octavius. Furthermore, they mention Nero's transformation into a woman, which disappoints them, and imply that they were murdered by someone they raised, likely Nero, though the details are unclear. The narrator also alludes to their own demise, stating """"I deserved it. We always do."""" Ultimately, the passage is a introspective exploration of the complexities of female identity, power dynamics, and mortality.""";False negative;Summary;;tearing to pieces;;0;0;1;0;Orpheus;;0;0;1;0;Dionysus;;0;0;1;0;Incorrect;All three elements have FP or FN.;narrator;first;3300
"The narrator, who remains unnamed throughout the passage, reflects on their life, love, and death. They mention Achilles, whom they both loved and hated, particularly his honor and smile, which reminded them of Peleus. The narrator also mentions their marriage to Telemachus and their role in Odysseus' family. Additionally, they express their resentment towards being reduced to a footnote in history as the """"exotic slut"""" of Mark Antony, despite wielding significant power over him and Octavius. Furthermore, they mention Nero's transformation into a woman, which disappoints them, and imply that they were murdered by someone they raised, likely Nero, though the details are unclear. The narrator also alludes to their own demise, stating """"I deserved it. We always do."""" Ultimately, the passage is a introspective exploration of the complexities of female identity, power dynamics, and mortality.""";False negative;Summary;;unspecified;;0;0;0;1;Antigone;;0;0;1;0;Creon;;0;0;1;0;Incorrect;Errors but no TPs.;narrator;first;3300
"The narrator, who remains unnamed throughout the passage, reflects on their life, love, and death. They mention Achilles, whom they both loved and hated, particularly his honor and smile, which reminded them of Peleus. The narrator also mentions their marriage to Telemachus and their role in Odysseus' family. Additionally, they express their resentment towards being reduced to a footnote in history as the """"exotic slut"""" of Mark Antony, despite wielding significant power over him and Octavius. Furthermore, they mention Nero's transformation into a woman, which disappoints them, and imply that they were murdered by someone they raised, likely Nero, though the details are unclear. The narrator also alludes to their own demise, stating """"I deserved it. We always do."""" Ultimately, the passage is a introspective exploration of the complexities of female identity, power dynamics, and mortality.""";False negative;Summary;;unspecified;;0;0;0;1;Iphegenia;;0;0;1;0;Clytmnestra's husband;;0;0;1;0;Incorrect;Errors but no TPs.;narrator;first;3300
"The narrator, who remains unnamed throughout the passage, reflects on their life, love, and death. They mention Achilles, whom they both loved and hated, particularly his honor and smile, which reminded them of Peleus. The narrator also mentions their marriage to Telemachus and their role in Odysseus' family. Additionally, they express their resentment towards being reduced to a footnote in history as the """"exotic slut"""" of Mark Antony, despite wielding significant power over him and Octavius. Furthermore, they mention Nero's transformation into a woman, which disappoints them, and imply that they were murdered by someone they raised, likely Nero, though the details are unclear. The narrator also alludes to their own demise, stating """"I deserved it. We always do."""" Ultimately, the passage is a introspective exploration of the complexities of female identity, power dynamics, and mortality.""";Minor character death;Summary;;collapsing building;;0;0;1;0;Andromache's son;;0;0;1;0;;;0;0;0;1;Incorrect;Errors but no TPs.;direct speech;first;3300
"The narrator, who remains unnamed throughout the passage, reflects on their life, love, and death. They mention Achilles, whom they both loved and hated, particularly his honor and smile, which reminded them of Peleus. The narrator also mentions their marriage to Telemachus and their role in Odysseus' family. Additionally, they express their resentment towards being reduced to a footnote in history as the """"exotic slut"""" of Mark Antony, despite wielding significant power over him and Octavius. Furthermore, they mention Nero's transformation into a woman, which disappoints them, and imply that they were murdered by someone they raised, likely Nero, though the details are unclear. The narrator also alludes to their own demise, stating """"I deserved it. We always do."""" Ultimately, the passage is a introspective exploration of the complexities of female identity, power dynamics, and mortality.""";Minor character death;Summary;Generic Character Death;unspecified;;0;0;0;1;Hecuba's son;;0;0;1;0;a man;;0;0;1;0;Incorrect;Errors but no TPs.;narrator;first;3300
"The narrator, who remains unnamed throughout the passage, reflects on their life, love, and death. They mention Achilles, whom they both loved and hated, particularly his honor and smile, which reminded them of Peleus. The narrator also mentions their marriage to Telemachus and their role in Odysseus' family. Additionally, they express their resentment towards being reduced to a footnote in history as the """"exotic slut"""" of Mark Antony, despite wielding significant power over him and Octavius. Furthermore, they mention Nero's transformation into a woman, which disappoints them, and imply that they were murdered by someone they raised, likely Nero, though the details are unclear. The narrator also alludes to their own demise, stating """"I deserved it. We always do."""" Ultimately, the passage is a introspective exploration of the complexities of female identity, power dynamics, and mortality.""";Generic character death;Summary;Generic Character Death;sacrifice;;0;0;1;0;unspecified (He);;0;0;1;0;a man;;0;0;1;0;Incorrect;All three elements have FP or FN.;narrator;first;3300
"The narrator, who remains unnamed throughout the passage, reflects on their life, love, and death. They mention Achilles, whom they both loved and hated, particularly his honor and smile, which reminded them of Peleus. The narrator also mentions their marriage to Telemachus and their role in Odysseus' family. Additionally, they express their resentment towards being reduced to a footnote in history as the """"exotic slut"""" of Mark Antony, despite wielding significant power over him and Octavius. Furthermore, they mention Nero's transformation into a woman, which disappoints them, and imply that they were murdered by someone they raised, likely Nero, though the details are unclear. The narrator also alludes to their own demise, stating """"I deserved it. We always do."""" Ultimately, the passage is a introspective exploration of the complexities of female identity, power dynamics, and mortality.""";False negative;Summary;;sacrifice;;0;0;1;0;Hecuba;;0;0;1;0;a man;;0;0;1;0;Incorrect;All three elements have FP or FN.;narrator;first;3300
"The narrator, who remains unnamed throughout the passage, reflects on their life, love, and death. They mention Achilles, whom they both loved and hated, particularly his honor and smile, which reminded them of Peleus. The narrator also mentions their marriage to Telemachus and their role in Odysseus' family. Additionally, they express their resentment towards being reduced to a footnote in history as the """"exotic slut"""" of Mark Antony, despite wielding significant power over him and Octavius. Furthermore, they mention Nero's transformation into a woman, which disappoints them, and imply that they were murdered by someone they raised, likely Nero, though the details are unclear. The narrator also alludes to their own demise, stating """"I deserved it. We always do."""" Ultimately, the passage is a introspective exploration of the complexities of female identity, power dynamics, and mortality.""";False negative;Summary;;unspecified;;0;0;0;1;Circe;;0;0;1;0;Odysseus;;0;0;1;0;Incorrect;Errors but no TPs.;narrator;first;3300
"The narrator, who remains unnamed throughout the passage, reflects on their life, love, and death. They mention Achilles, whom they both loved and hated, particularly his honor and smile, which reminded them of Peleus. The narrator also mentions their marriage to Telemachus and their role in Odysseus' family. Additionally, they express their resentment towards being reduced to a footnote in history as the """"exotic slut"""" of Mark Antony, despite wielding significant power over him and Octavius. Furthermore, they mention Nero's transformation into a woman, which disappoints them, and imply that they were murdered by someone they raised, likely Nero, though the details are unclear. The narrator also alludes to their own demise, stating """"I deserved it. We always do."""" Ultimately, the passage is a introspective exploration of the complexities of female identity, power dynamics, and mortality.""";Generic character death;Summary;Generic Character Death;tearing to pieces;;0;0;1;0;unspecified;;0;0;0;1;unspecified;;0;0;0;1;Incorrect;Errors but no TPs.;direct speech;first;3300
