Error Type;Error Scope;(Major) Character Death Evidence;Presentation_Mode;Narrator_POV;Canonical_character_name;num_AO3_stories;Qrank;Victim;Victim_P;Victim_TP;Victim_FP;Victim_FN;Victim_TN;Canonical_character_name.1;num_AO3_stories.1;Qrank.1;Perpetrator;Perpetrator_P;Perpetrator_TP;Perpetrator_FP;Perpetrator_FN;Perpetrator_TN;Mode of Demise;Mode of Demise_P;Mode of Demise_TP;Mode of Demise_FP;Mode of Demise_FN;Mode of Demise_TN;Classification;Reason;words
MIN;KE;"""The room was still locked, the servant hanged, suitors dead, Penelope and Telemachus safe.""";narrator;third;;;;servant;servant;1;0;0;0;Odysseus (Ancient Greek Religion & Lore);1067;2753680;Odysseus;;0;0;1;0;hanging;;0;0;1;0;Partially Correct;Errors in: Perpetrator (FP or FN), Mode of Demise (FP or FN) with at least one TP;581
;;"""The room was still locked, the servant hanged, suitors dead, Penelope and Telemachus safe.""";narrator;third;;;;suitors;suitors;1;0;0;0;Odysseus (Ancient Greek Religion & Lore);1067;2753680;Odysseus;Odysseus;1;0;0;0;unspecified;;0;0;0;1;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;581
MIN;KE;"""Sometimes he would wake up screaming, perhaps the dreams were not just because of those women but sometimes he could see the faces of those who were killed in the war or on the sea.""";indirect thought;third;;;;unspecified;;0;0;0;1;;;;unspecified;;0;0;0;1;war;;0;0;1;0;Incorrect;Errors but no TPs.;581
MIN;KE;"""Sometimes he would wake up screaming, perhaps the dreams were not just because of those women but sometimes he could see the faces of those who were killed in the war or on the sea.""";indirect thought;third;;;;unspecified;;0;0;0;1;;;;unspecified;;0;0;0;1;drowning;;0;0;1;0;Incorrect;Errors but no TPs.;581
MIN;KE;;;;;;;;warriors;0;1;0;0;;;;;;0;0;0;1;;;0;0;0;1;Incorrect;Errors but no TPs.;581
MAJ;KE;"""He killed the man again, and then killed Asclepius with another thunderbolt.""";direct speech;first;Asclepius (Ancient Greek Religion & Lore);85;1199368;Asclepius;;0;0;1;0;Zeus (Ancient Greek Religion & Lore);1639;6790761;Zeus;;0;0;1;0;struck by lightening;;0;0;1;0;Incorrect;All three elements have FP or FN.;7367
MAJ;KE;"""After I killed the Hydra, I immersed my arrows in its poisonous bloud. Since then, everybody pierced by these arrows dies in extreme pain. This is how I unfortunately injured my friend Chiron""";direct speech;first;Chiron (Ancient Greek Religion & Lore);152;849007;Chiron;;0;0;1;0;Hercules | Heracles (Ancient Greek Religion & Lore);178;3853019;Heracles;;0;0;1;0;being shot/poison;;0;0;1;0;Incorrect;All three elements have FP or FN.;7367
MIN;KE;"""I know it’s impossible but I still wish it. And though I suffered greatly after I killed my sons and nephews, I am glad that Theseus didn’t let me die.""";direct speech;first;Hercules | Heracles (Ancient Greek Religion & Lore);178;3853019;Heracles' nephews;;0;0;1;0;Hercules | Heracles (Ancient Greek Religion & Lore);178;3853019;Heracles;;0;0;1;0;unspecified;;0;0;0;1;Incorrect;Errors but no TPs.;7367
MIN;KE;"""As a boy, I had a tutor for some time. But I got angry at him, unwittingly hit him on the head too hard and killed him.""";direct speech;first;Hercules | Heracles (Ancient Greek Religion & Lore);178;3853019;Heracles' tutor;;0;0;1;0;Hercules | Heracles (Ancient Greek Religion & Lore);178;3853019;Heracles;;0;0;1;0;slaying;;0;0;1;0;Incorrect;All three elements have FP or FN.;7367
MIN;KE;"""Besides, as I said, I have no children to support anymore. I have only Megara."" [...] ""I know it’s impossible but I still wish it. And though I suffered greatly after I killed my sons and nephews, I am glad that Theseus didn’t let me die.""";direct speech;first;Hercules | Heracles (Ancient Greek Religion & Lore);178;3853019;Heracles' children;;0;0;1;0;;;;unspecified;;0;0;0;1;unspecified;;0;0;0;1;Incorrect;Errors but no TPs.;7367
MAJ;KE;"""I called Iolaus to help me and while I was cutting the heads, he burned their places so that they wouldn’t grow anymore. So we killed the Lernaean Hydra, except its immortal head which we couldn’t kill and I buried it deep under a crag.""";direct speech;first;Hydra of Lerna (Ancient Greek Religion & Lore);11;1174259;Hydra;;0;0;1;0;Hercules | Heracles (Ancient Greek Religion & Lore);178;3853019;Heracles and Iolaus;;0;0;1;0;beheading;;0;0;1;0;Incorrect;All three elements have FP or FN.;7367
MAJ;KE;"""‘When we were already close to Colchis, we disembarked on the shore. One of us got lost, and we made a search party but never found him. His name was Hylas, and he was a very good friend of mine. I suppose that the poor one has fallen and died somewhere in the wilderness.’"" [...] ""‘The water nymphs have liked him and lured him,’ I chimed in. I preferred not to reveal that they had unintentionally drowned him.""";direct speech;first;Hylas (Ancient Greek Religion & Lore);11;1174259;Hylas;;0;0;1;0;;;;water nymphs;;0;0;1;0;drowning;;0;0;1;0;Incorrect;All three elements have FP or FN.;7367
MAJ;KE;;;;Prometheus (Ancient Greek Religion & Lore);138;4356558;;Prometheus;0;1;0;0;;;;;;0;0;0;1;;torn by eagle;0;1;0;0;Incorrect;Errors but no TPs.;7367
MIN;KE;"""Apollo was enraged, and avenged his son by shooting the Cyclopes who had forged the thunderbolt.""";direct speech;first;;;;a cyclops;;0;0;1;0;Apollo (Ancient Greek Religion & Lore);1682;4879975;Apollo;;0;0;1;0;being shot;;0;0;1;0;Incorrect;All three elements have FP or FN.;7367
MAJ;KE;"""Apollo found out and shot her, or sent Artemis to shoot her – I am not sure what exactly happened. Anyway, Coronis was killed, together with many poor people who just happened to be nearby…’""";direct speech;first;;;;Coronis;;0;0;1;0;Apollo (Ancient Greek Religion & Lore);1682;4879975;Apollo or Artemis;;0;0;1;0;being shot;;0;0;1;0;Incorrect;All three elements have FP or FN.;7367
MIN;KE;"""After I killed the Hydra, I immersed my arrows in its poisonous bloud. Since then, everybody pierced by these arrows dies in extreme pain. This is how I unfortunately injured my friend Chiron""";direct speech;first;;;;unspecified;;0;0;0;1;Hercules | Heracles (Ancient Greek Religion & Lore);178;3853019;Heracles;;0;0;1;0;being shot/poison;;0;0;1;0;Incorrect;Errors but no TPs.;7367
MIN;KE;"""Since then, I’ve been busy with these tasks. I have in fact already performed ten Labors but he dismissed two of them. He had sent me to kill a monster called Hydra. It was lurking near the city of Lerna and eating the travelers""";direct speech;first;;;;travellers;;0;0;1;0;Hydra of Lerna (Ancient Greek Religion & Lore);11;1174259;Hydra;;0;0;1;0;being eaten;;0;0;1;0;Incorrect;All three elements have FP or FN.;7367
MIN;KE;"""But before hope, Pandora gave diseases – because she opened the box, of course. So outbreaks afflicted the humans, and their numbers plummeted.""";direct speech;first;;;;humans;;0;0;1;0;Pandora (Ancient Greek Religion & Lore);51;1433783;Pandora;;0;0;1;0;disease;;0;0;1;0;Incorrect;All three elements have FP or FN.;7367
MIN;KE;"""But once he brought back to life a man hit by Zeus’ thunderbolt, and my father got angry. """;direct speech;first;;;;a man;;0;0;1;0;Zeus (Ancient Greek Religion & Lore);1639;6790761;Zeus;;0;0;1;0;struck by lightening;;0;0;1;0;Incorrect;All three elements have FP or FN.;7367
MAJ;KE;"""He will bring me to his wife, who schemes with his cousin to kill him in revenge for the murder of her Iphigenia. She will ease him up with flattery before trapping him in a net in a bathtub, like a large mackerel caught by a fisherman, and will slay him with a sword.""";direct thought;first;Agamemnon (Ancient Greek Religion & Lore);353;1387624;Agamemnon;Agamemnon;1;0;0;0;Agamemnon (Ancient Greek Religion & Lore);353;1387624;Agamemnon's wife;Clytemnestra;0;1;1;0;slaying;swords;1;0;0;0;Partially Correct;Errors in: Perpetrator (FP or FN) with at least one TP;1175
MAJ;KE;"""When I saw Andromache holding little Astyanax in her arms with Hector smiling beside them, I saw her screaming out for her baby while Astyanax had his brains dashed out on the city walls.""";narrator;first;Astyanax son of Hector (Ancient Greek Religion & Lore);78;177809;Astyanax;Astyanax;1;0;0;0;;;;---;Greek warrior;0;1;0;0;slaying;brains dashed out;0;1;1;0;Partially Correct;Errors in: Perpetrator (FP or FN), Mode of Demise (FP or FN) with at least one TP;1175
MAJ;KE;"""She will then turn to me, bloodlust in her eyes, swinging the same sword towards me. I will sit there calmly as she kills me, because I knew this was coming, and I cannot wish for death to come soon enough.""";direct thought;first;Cassandra (Ancient Greek Religion & Lore);333;1443881;Cassandra;;0;0;1;0;Agamemnon (Ancient Greek Religion & Lore);353;1387624;Agamemnon's wife;;0;0;1;0;slaying;;0;0;1;0;Incorrect;All three elements have FP or FN.;1175
MAJ;KE;"""I saw Polydorus’ body wash up on the shore, Polyxena with her blood seeping out into the dirt, and my father dead in the same manner as his grandson.""";narrator;first;Cassandra (Ancient Greek Religion & Lore);333;1443881;Cassandra's father;Cassandra;0;1;1;0;Neoptolemus | Pyrrhus (Ancient Greek Religion & Lore);109;313601;Pyrrhus;Clytemnestra;0;1;1;0;sacrifice;sword;0;1;1;0;Incorrect;All three elements have FP or FN.;1175
MAJ;KE;"""I saw Hector’s dead and defiled body, feet pinned together, dragged by Achilles’ chariot.""";narrator;first;Hector (Ancient Greek Religion & Lore);491;787684;Hector;Hector;1;0;0;0;Achilles (Ancient Greek Religion & Lore);1113;4188968;Achilles;Achilles;1;0;0;0;unspecified;dragged by chariot;0;1;0;0;Partially Correct;Errors in: Mode of Demise (FP or FN) with at least one TP;1175
MAJ;KE;"""He will bring me to his wife, who schemes with his cousin to kill him in revenge for the murder of her Iphigenia. She will ease him up with flattery before trapping him in a net in a bathtub, like a large mackerel caught by a fisherman, and will slay him with a sword.""";narrator;first;Iphigenia (Ancient Greek Religion & Lore);148;578453;Iphigenia;;0;0;1;0;Agamemnon (Ancient Greek Religion & Lore);353;1387624;Agamemnon;;0;0;1;0;sacrifice;;0;0;1;0;Incorrect;All three elements have FP or FN.;1175
MAJ;KE;"""I saw Polydorus’ body wash up on the shore, Polyxena with her blood seeping out into the dirt, and my father dead in the same manner as his grandson.""";narrator;first;Polites of Ithaca (Ancient Greek Religion & Lore);57;10842;Polites;;0;0;1;0;Neoptolemus | Pyrrhus (Ancient Greek Religion & Lore);109;313601;Pyrrhus;;0;0;1;0;sacrifice;;0;0;1;0;Incorrect;All three elements have FP or FN.;1175
MAJ;KE;"""I saw Polydorus’ body wash up on the shore, Polyxena with her blood seeping out into the dirt, and my father dead in the same manner as his grandson.""";narrator;first;Polydorus of Troy (Ancient Greek Religion & Lore);4;42152;Polydorus;Polydorus;1;0;0;0;;;;---;Greek warrior;0;1;0;0;unspecified;body washed ashore;0;1;0;0;Partially Correct;Errors in: Perpetrator (FP or FN), Mode of Demise (FP or FN) with at least one TP;1175
MAJ;KE;"""I saw Polydorus’ body wash up on the shore, Polyxena with her blood seeping out into the dirt, and my father dead in the same manner as his grandson.""";narrator;first;Polyxena (Ancient Greek Religion & Lore);22;265565;Polyxena;Polyxena;1;0;0;0;;;;unspecified;Greek soldier;0;1;0;0;unspecified;blood seeping into dirt;0;1;0;0;Partially Correct;Errors in: Perpetrator (FP or FN), Mode of Demise (FP or FN) with at least one TP;1175
;;"""Eurynomus didn’t hear the drawing of the bow, but he couldn’t miss the arrowhead suddenly piercing through Antinous’ neck.  Blood spurted, spraying Eurynomus and the ones near him.""";narrator;third;Antinous son of Eupeithes (Ancient Greek Religion & Lore);33;31961;Antinous;Antinous;1;0;0;0;Odysseus (Ancient Greek Religion & Lore);1067;2753680;Odysseus;Odysseus;1;0;0;0;being shot;arrow to neck;1;0;0;0;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;2954
;;"""He saw Odysseus turn towards him.  Saw the flash of a sword.  And then everything went black.  """;indirect thought;third;Eurynomus son of Aegyptius;1;121;Eurynomus;Eurynomus;1;0;0;0;Odysseus (Ancient Greek Religion & Lore);1067;2753680;Odysseus;Odysseus;1;0;0;0;slaying;sword;1;0;0;0;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;2954
;;"""Then the man beside him was dropping with a scream, and Eurynomus saw the arrow shaft protruding from his chest.""";narrator;third;;;;a man;unnamed suitor;1;0;0;0;Odysseus (Ancient Greek Religion & Lore);1067;2753680;Odysseus;Odysseus;1;0;0;0;being shot;arrow to chest;1;0;0;0;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;2954
MAJ;KE;"""If you raise a monster you get a monster, if I raised a thief I got myself a thief, since I raised a murderer, he killed me and kept the secret badly.   """;narrator;first;Agrippina the Younger (15-59 CE);9;694717;Agrippina;;0;0;1;0;Nero Claudius Caesar | Emperor Nero;49;4554117;Nero;;0;0;1;0;unspecified;;0;0;0;1;Incorrect;Errors but no TPs.;3300
MIN;KE;"""I begged you not to leave, Hector, I begged it of you. But no. You knew better, so you abandoned us in the castle, leaving me to nurse my son in his last hours alone, with no comfort and no protection as the wily man found me. I became a slave, Hector, the person you could not bear to see me become. I bore children for Greek men, your own son dead underneath the rubble of Troy, and for what?""";direct speech;first;Andromache (Ancient Greek Religion & Lore);187;468406;Andromache's son;;0;0;1;0;;;;;;0;0;0;1;collapsing building;;0;0;1;0;Incorrect;Errors but no TPs.;3300
MIN;KE;"""I don’t regret the hill I chose to die under. I punched Creon before I died. I fought right up until the end, even when he lowered me into my grave I was still screaming, damning him with every bit of breath I had, using my blood to seal that curse.  """;narrator;first;Antigone (Ancient Greek Religion & Lore);34;586464;Antigone;;0;0;1;0;Creon (Ancient Greek Religion & Lore);1;24086;Creon;;0;0;1;0;unspecified;;0;0;0;1;Incorrect;Errors but no TPs.;3300
MAJ;KE;"""Kiss me and kill me, sail away- he wasn’t a kind man, not in the slightest, which was unsurprising after all he went through.""";narrator;first;Circe (Ancient Greek Religion & Lore);146;1500549;Circe;;0;0;1;0;Odysseus (Ancient Greek Religion & Lore);1067;2753680;Odysseus;;0;0;1;0;unspecified;;0;0;0;1;Incorrect;Errors but no TPs.;3300
MAJ;KE;"""He asked my advice, and I told him that going to see the man who killed my son would be stupid. But I was the stupid one, thinking that he would actually listen to me. He was killed on the altar, right before I was killed just the same way, begging for mercy from the son of the man whose hands my husband kissed on the beach.""";narrator;first;Hecuba (Ancient Greek Religion & Lore);79;271784;Hecuba;;0;0;1;0;;;;a man;;0;0;1;0;sacrifice;;0;0;1;0;Incorrect;All three elements have FP or FN.;3300
MIN;KE;"""He asked my advice, and I told him that going to see the man who killed my son would be stupid. But I was the stupid one, thinking that he would actually listen to me. He was killed on the altar, right before I was killed just the same way, begging for mercy from the son of the man whose hands my husband kissed on the beach.""";narrator;first;Hecuba (Ancient Greek Religion & Lore);79;271784;Hecuba's son;;0;0;1;0;;;;a man;;0;0;1;0;unspecified;;0;0;0;1;Incorrect;Errors but no TPs.;3300
MAJ;KE;"""The last thing my husband did ere he set sail for Illium was to kill my child. He didn’t kiss me goodbye, he didn’t give his sons a parting word, no. He killed my daughter. "" [...] ""He killed my youngest daughter, that’s a crime I can’t forgive.  He murdered my Iphegenia in cold blood.""";narrator;first;Iphigenia (Ancient Greek Religion & Lore);148;578453;Iphegenia;;0;0;1;0;Clytemnestra (Ancient Greek Religion & Lore);241;534957;Clytmnestra's husband;;0;0;1;0;unspecified;;0;0;0;1;Incorrect;Errors but no TPs.;3300
MAJ;KE;"""Love, madness, beauty- it’s all the same to me, it all leads to the same wild feast of tearing Orpheus into shreds.""";narrator;first;Orpheus (Ancient Greek Religion & Lore);165;1740300;Orpheus;;0;0;1;0;Dionysus (Ancient Greek Religion & Lore);795;3571275;Dionysus;;0;0;1;0;tearing to pieces;;0;0;1;0;Incorrect;All three elements have FP or FN.;3300
MIN;KE;"""I’ll tear your flesh from your body, eat it raw and whole, soak you in unwatered wine and when you are tender and supple underneath my tongue, I will rip you to pieces and laugh. """;direct speech;first;;;;unspecified;;0;0;0;1;;;;unspecified;;0;0;0;1;being eaten;;0;0;1;0;Incorrect;Errors but no TPs.;3300
MIN;KE;"""I’ll tear your flesh from your body, eat it raw and whole, soak you in unwatered wine and when you are tender and supple underneath my tongue, I will rip you to pieces and laugh. """;direct speech;first;;;;unspecified;;0;0;0;1;;;;unspecified;;0;0;0;1;tearing to pieces;;0;0;1;0;Incorrect;Errors but no TPs.;3300
MIN;KE;"""He asked my advice, and I told him that going to see the man who killed my son would be stupid. But I was the stupid one, thinking that he would actually listen to me. He was killed on the altar, right before I was killed just the same way, begging for mercy from the son of the man whose hands my husband kissed on the beach.""";narrator;first;;;;unspecified (He);;0;0;1;0;;;;a man;;0;0;1;0;sacrifice;;0;0;1;0;Incorrect;All three elements have FP or FN.;3300
MIN;KE;;;;;;;;speaker;0;1;0;0;;;;;son;0;1;0;0;;murder;0;1;0;0;Incorrect;All three elements have FP or FN.;3300
MIN;KE;;;;;;;;;0;0;0;1;;;;;I;0;1;0;0;;tearing flesh;0;1;0;0;Incorrect;Errors but no TPs.;3300
;;"""She sees her mother's death long before it happens, yet cannot bring herself to mourn the woman who sealed her fate. So she doesn't cry, not at the funeral or her initial death.""";indirect thought;third;Riliane Lucifen d'Autriche;265;;Riliane's mother;Queen;1;0;0;0;;;;---;;0;0;0;1;unspecified;unspecified;1;0;0;0;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;679
;;"""And she wonders if she's willing to live a bit longer only for another Ajax or Agamemmnon to come for her. She is not. And so she jumps off the balcony. And Cassandra dies, not for the first or last time.""";narrator;third;Riliane Lucifen d'Autriche;265;;Riliane/Cassandra;Riliane;1;0;0;0;;;;---;;0;0;0;1;suicide;suicide;1;0;0;0;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;679
MAJ;KE;"""They will spark war, and people will die, and they will come for her head.""";narrator;third;Riliane Lucifen d'Autriche;265;;Riliane/Cassandra;;0;0;1;0;;;;unspecified;;0;0;0;1;beheading;;0;0;1;0;Incorrect;Errors but no TPs.;679
MIN;KE;"""They will spark war, and people will die, and they will come for her head.""";narrator;third;;;;people;;0;0;1;0;;;;---;;0;0;0;1;war;;0;0;1;0;Incorrect;Errors but no TPs.;679
MAJ;KE;"""His wife will kill him from behind but will look me in the eyes when she rounded on me. He will die happily, moving inside me. His wife will have the audacity to be jealous of me, who will die while her husband rapes me once again""";narrator;first;Agamemnon (Ancient Greek Religion & Lore);353;1387624;Agamemnon;;0;0;1;0;Agamemnon (Ancient Greek Religion & Lore);353;1387624;Agamemnon's wife;;0;0;1;0;slaying;;0;0;1;0;Incorrect;All three elements have FP or FN.;1686
;;"""My brothers Hector, Deiphobus, Paris, Antiphus, Pammon, Hipponous, Polydorus, and Troilus are dead.""";narrator;first;Antiphus;0;2232;Antiphus;Antiphus;1;0;0;0;;;;unspecified;;0;0;0;1;unspecified;;0;0;0;1;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;1686
MAJ;KE;"""I could already feel my captor’s warm blood covering me, feeling the quick wind as the axe descends upon me, its next sacrifice.""";narrator;first;Cassandra (Ancient Greek Religion & Lore);333;1443881;Cassandra;;0;0;1;0;Agamemnon (Ancient Greek Religion & Lore);353;1387624;Agamemnon's wife;;0;0;1;0;slaying;;0;0;1;0;Incorrect;All three elements have FP or FN.;1686
;;"""I should have foreseen it…that my dear one would be slain during the city’s fall regardless."" [...] ""Instead, he died slowly watching me writhe in pain as a now-dead Greek ripped my virginity from my body, filling every orifice until I bled.""";narrator;first;Coroebus of Phrygia (Ancient Greek Religion & Lore);0;6072;Coroebus;Coroebus;1;0;0;0;;;;unspecified;;0;0;0;1;unspecified;;0;0;0;1;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;1686
MAJ;KE;"""My brothers Hector, Deiphobus, Paris, Antiphus, Pammon, Hipponous, Polydorus, and Troilus are dead.""";narrator;first;Deiphobus (Ancient Greek Religion & Lore);27;86076;Deiphobus;;0;0;1;0;;;;unspecified;;0;0;0;1;unspecified;;0;0;0;1;Incorrect;Errors but no TPs.;1686
;;"""My sisters Creusa and Polyxena are dead.""";narrator;first;Glauce | Creusa (Ancient Greek Religion & Lore);18;19640;Creusa;Creusa;1;0;0;0;;;;unspecified;;0;0;0;1;unspecified;;0;0;0;1;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;1686
;;"""My brothers Hector, Deiphobus, Paris, Antiphus, Pammon, Hipponous, Polydorus, and Troilus are dead.""";narrator;first;Hector (Ancient Greek Religion & Lore);491;787684;Hector;Hector;1;0;0;0;;;;unspecified;;0;0;0;1;unspecified;;0;0;0;1;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;1686
;;"""My brothers Hector, Deiphobus, Paris, Antiphus, Pammon, Hipponous, Polydorus, and Troilus are dead.""";narrator;first;Paris (Ancient Greek Religion & Lore);378;1350461;Paris;Paris;1;0;0;0;;;;unspecified;;0;0;0;1;unspecified;;0;0;0;1;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;1686
;;"""My brothers Hector, Deiphobus, Paris, Antiphus, Pammon, Hipponous, Polydorus, and Troilus are dead.""";narrator;first;Polydorus of Troy (Ancient Greek Religion & Lore);4;42152;Polydorus;Polydorus;1;0;0;0;;;;unspecified;;0;0;0;1;unspecified;;0;0;0;1;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;1686
;;"""My sisters Creusa and Polyxena are dead.""";narrator;first;Polyxena (Ancient Greek Religion & Lore);22;265565;Polyxena;Polyxena;1;0;0;0;;;;unspecified;;0;0;0;1;unspecified;;0;0;0;1;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;1686
;;"""My father Priam was dead.""";narrator;first;Priam (Ancient Greek Religion & Lore);103;518367;Priam;Priam;1;0;0;0;;;;unspecified;;0;0;0;1;unspecified;;0;0;0;1;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;1686
;;"""My brothers Hector, Deiphobus, Paris, Antiphus, Pammon, Hipponous, Polydorus, and Troilus are dead.""";narrator;first;Troilus (Ancient Greek Religion & Lore);28;72535;Troilus;Troilus;1;0;0;0;;;;unspecified;;0;0;0;1;unspecified;;0;0;0;1;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;1686
;;"""My brothers Hector, Deiphobus, Paris, Antiphus, Pammon, Hipponous, Polydorus, and Troilus are dead.""";narrator;first;;0;;Hipponous;Hipponous;1;0;0;0;;;;unspecified;;0;0;0;1;unspecified;;0;0;0;1;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;1686
;;"""My brothers Hector, Deiphobus, Paris, Antiphus, Pammon, Hipponous, Polydorus, and Troilus are dead.""";narrator;first;;;2761;Pammon;Pammon;1;0;0;0;;;;unspecified;;0;0;0;1;unspecified;;0;0;0;1;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;1686
;;"""Iphigenia shivered as the images snaked through her mind: Aegisthus, a willing fool, grown too ambitious, wielding an axe placed there by Clytemnestra's hand. Her father cowering in the bath.""";indirect thought;third;Agamemnon (Ancient Greek Religion & Lore);353;1387624;Agamemnon;Agamemnon;1;0;0;0;Aegisthus (Ancient Greek Religion & Lore);28;142775;Aegisthus;Aegisthus;1;0;0;0;slaying;axe;1;0;0;0;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;1111
MAJ;KE;"""Iphigenia shivered as the images snaked through her mind: Aegisthus, a willing fool, grown too ambitious, wielding an axe placed there by Clytemnestra's hand. Her father cowering in the bath."" [...] ""She stood up straight and looked Atropos in her endless, bottomless eyes. ""Do it,"" she said.""";indirect thought;third;Agamemnon (Ancient Greek Religion & Lore);353;1387624;Agamemnon;;0;0;1;0;Atropos | Aisa (Ancient Greek Religion & Lore);36;227435;Atropos;;0;0;1;0;curse/revenge;;0;0;1;0;Incorrect;All three elements have FP or FN.;1111
MAJ;KE;"""Iphigenia shivered as the images snaked through her mind: Aegisthus, a willing fool, grown too ambitious, wielding an axe placed there by Clytemnestra's hand. Her father cowering in the bath."" [...] ""She stood up straight and looked Atropos in her endless, bottomless eyes. ""Do it,"" she said.""";indirect thought;third;Agamemnon (Ancient Greek Religion & Lore);353;1387624;Agamemnon;;0;0;1;0;Clytemnestra (Ancient Greek Religion & Lore);241;534957;Clytemnestra;;0;0;1;0;manipulation;;0;0;1;0;Incorrect;All three elements have FP or FN.;1111
MAJ;KE;"""Iphigenia shivered as the images snaked through her mind: Aegisthus, a willing fool, grown too ambitious, wielding an axe placed there by Clytemnestra's hand. Her father cowering in the bath."" [...] ""She stood up straight and looked Atropos in her endless, bottomless eyes. ""Do it,"" she said.""";indirect thought;third;Agamemnon (Ancient Greek Religion & Lore);353;1387624;Agamemnon;;0;0;1;0;Iphigenia (Ancient Greek Religion & Lore);148;578453;Iphigenia;;0;0;1;0;curse/revenge;;0;0;1;0;Incorrect;All three elements have FP or FN.;1111
MAJ;KE;;;;Electra daughter of Agamemnon (Ancient Greek Religion & Lore);44;615626;;Electra;0;1;0;0;Agamemnon (Ancient Greek Religion & Lore);353;1387624;;Agamemnon;0;1;0;0;;sacrifice;0;1;0;0;Incorrect;All three elements have FP or FN.;1111
;;"""In between the whistle of her father's blade and her death, Iphigenia had time for a single thought: Please, no—"" [...] ""Instead of that comfortable warmth, her own father had lodged a dagger in her throat."" [...] ""I died like a—a slaughter cow upon a slab!""";narrator;third;Iphigenia (Ancient Greek Religion & Lore);148;578453;Iphigenia;Iphigenia;1;0;0;0;Agamemnon (Ancient Greek Religion & Lore);353;1387624;Agamemnon;Agamemnon;1;0;0;0;slashing throat;blade to throat;1;0;0;0;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;1111
MIN;KE;"""In the past, he had consumed most humans that wandered into his labyrinthine prison, but you were bravely entering his home, his nest.""";narrator;second;;;;humans;;0;0;1;0;Asterion the Minotaur (Ancient Greek Religion & Lore);149;1950766;Asterion;;0;0;1;0;being eaten;;0;0;1;0;Incorrect;All three elements have FP or FN.;979
MAJ;KE;;;;Cassandra (Ancient Greek Religion & Lore);333;1443881;;Cassandra;0;1;0;0;Ajax the Lesser son of Oileus (Ancient Greek Religion & Lore);46;158526;;Ajax;0;1;0;0;;Rape and violence;0;1;0;0;Incorrect;All three elements have FP or FN.;560
MIN;KE;"""Outside, there was blood everywhere. Bronze struck on bronze, the last screams of fallen men filled the air.""";narrator;first;;;;unspecified;Fallen men;1;0;0;0;;;;unspecified;Greeks;1;0;0;0;slaying;Battle;0;1;1;0;Partially Correct;Errors in: Mode of Demise (FP or FN) with at least one TP;560
;;"""Few know it, but forget it: The smell of the burning city and  the sizzling flesh of those trapped in their houses.""";narrator;first;;;;unspecified;Troy's inhabitants;1;0;0;0;;;;unspecified;Greeks;1;0;0;0;burning;Burning;1;0;0;0;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;560
MAJ;KE;"""First off, I didn’t get my head chopped off by Perseus. He was being used as somewhere to hang drying linens, until Stheno said it ‘interrupted the flow of the room’, and made me drag him outside with the others. He’s currently surrounded by a patch of crimson and amethyst geraniums, his face forever locked in a soundless, eternal scream.""";narrator;first;Perseus (Ancient Greek Religion & Lore);103;2451511;Perseus;;0;0;1;0;Medusa (Ancient Greek Religion & Lore);271;2851968;Medusa;;0;0;1;0;petrification;;0;0;1;0;Incorrect;All three elements have FP or FN.;5714
MAJ;KE;""" The change is gradual, like a slow-tide, but unstoppable. His flesh turns to grey stone, and it moves up his body. His hands in mine become cold, and he moves away. He keeps his eyes locked onto mine. """;narrator;first;;;;Theofylaktos;;1;0;0;0;Medusa (Ancient Greek Religion & Lore);271;2851968;Medusa;;0;0;1;0;petrification;;1;0;0;0;Partially Correct;Errors in: Perpetrator (FP or FN) with at least one TP;5714
MAJ;KE;"""Heracles then visited Chiron (some versions say he got shot too) who told him how to catch the angry death boar.""";narrator;first;Chiron (Ancient Greek Religion & Lore);152;849007;Chiron;;0;0;1;0;Hercules | Heracles (Ancient Greek Religion & Lore);178;3853019;Heracles;;0;0;1;0;being shot;;0;0;1;0;Incorrect;All three elements have FP or FN.;4950
